snapshot_time,history_id,alert_id,route_id,direction_id,title,description,alert_type,first_seen,last_seen,duration_hours,active_flag,inactive_detected_at,occurrence_index,observation_count,route_match_status
2026-09-26T06:57:08.562282+00:00,SF_13513|14|ALL|1,SF_13513,14,,14 STOP TEMP. MOVED Board at Mission/Beale OR Steuart/Mission,14 STOP TEMP. MOVED Board at Mission/Beale OR Steuart/Mission,STOP_MOVED,2026-09-18T08:29:05.344523+00:00,2026-09-26T06:57:08.562282+00:00,190.468,True,,1,538,MATCHED
2026-09-26T06:57:08.562282+00:00,SF_14956|18|ALL|1,SF_14956,18,,STOP PERMANENTLY MOVED Board at stop island,STOP PERMANENTLY MOVED Board at stop island,STOP_MOVED,2026-09-18T08:29:05.344523+00:00,2026-09-26T06:57:08.562282+00:00,190.468,True,,1,538,MATCHED
2026-09-26T06:57:08.562282+00:00,SF_14956|29|ALL|1,SF_14956,29,,STOP PERMANENTLY MOVED Board at stop island,STOP PERMANENTLY MOVED Board at stop island,STOP_MOVED,2026-09-18T08:29:05.344523+00:00,2026-09-26T06:57:08.562282+00:00,190.468,True,,1,538,MATCHED
2026-09-26T06:57:08.562282+00:00,SF_14956|57|ALL|1,SF_14956,57,,STOP PERMANENTLY MOVED Board at stop island,STOP PERMANENTLY MOVED Board at stop island,STOP_MOVED,2026-09-18T08:29:05.344523+00:00,2026-09-26T06:57:08.562282+00:00,190.468,True,,1,538,MATCHED
2026-09-26T06:57:08.562282+00:00,SF_14956|58|ALL|1,SF_14956,58,,STOP PERMANENTLY MOVED Board at stop island,STOP PERMANENTLY MOVED Board at stop island,STOP_MOVED,2026-09-18T08:29:05.344523+00:00,2026-09-26T06:57:08.562282+00:00,190.468,True,,1,538,MATCHED
2026-09-26T06:57:08.562282+00:00,SF_15660|14|ALL|1,SF_15660,14,,14 & 49 STOP TEMP. MOVED Board at Mission & Plum,14 & 49 STOP TEMP. MOVED Board at Mission & Plum,STOP_MOVED,2026-09-18T08:29:05.344523+00:00,2026-09-26T06:57:08.562282+00:00,190.468,True,,1,538,MATCHED
2026-09-26T06:57:08.562282+00:00,SF_15660|49|ALL|1,SF_15660,49,,14 & 49 STOP TEMP. MOVED Board at Mission & Plum,14 & 49 STOP TEMP. MOVED Board at Mission & Plum,STOP_MOVED,2026-09-18T08:29:05.344523+00:00,2026-09-26T06:57:08.562282+00:00,190.468,True,,1,538,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|12|ALL|1,SF_15851,12,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|14R|ALL|1,SF_15851,14R,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|14|ALL|1,SF_15851,14,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|27|ALL|1,SF_15851,27,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|33|ALL|1,SF_15851,33,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|48|ALL|1,SF_15851,48,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|49|ALL|1,SF_15851,49,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-20T07:02:04.575569+00:00,SF_15851|67|ALL|1,SF_15851,67,,"Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.","Lowrider cruise in the Misson on Sat., 9/19. Muni will have reroutes.",REROUTE,2026-09-18T08:29:05.344523+00:00,2026-09-20T06:44:13.361765+00:00,46.252,False,2026-09-20T07:02:04.575569+00:00,1,124,MATCHED
2026-09-19T07:13:57.759258+00:00,SF_15549|28|ALL|1,SF_15549,28,,28 STOP TEMP. MOVED Board at North Point/Taylor,28 STOP TEMP. MOVED Board at North Point/Taylor,STOP_MOVED,2026-09-18T12:02:07.948472+00:00,2026-09-19T06:56:10.207548+00:00,18.901,False,2026-09-19T07:13:57.759258+00:00,1,65,MATCHED
